date,x,y,z,vx,vy,vz
A.D. 2023-Jul-10 00:00:00.0000,4.311643081908636,2.448348231550703,-0.1066354345428625,-0.003817365537382849,0.006923574329805168,5.663346765836594e-05
A.D. 2023-Jul-11 00:00:00.0000,4.307820962084913,2.455268765620799,-0.1065786663310569,-0.003827189233306261,0.006918073628652489,5.691930692314405e-05
A.D. 2023-Jul-12 00:00:00.0000,4.303987990993032,2.462183712013848,-0.1065216297235497,-0.003838198847175393,0.00691144810490719,5.714862077445701e-05
A.D. 2023-Jul-13 00:00:00.0000,4.300144860199927,2.469092570777742,-0.1064643343139557,-0.003848784668831109,0.006906323795742031,5.743265086255791e-05
A.D. 2023-Jul-14 00:00:00.0000,4.29629053572866,2.475995125027009,-0.1064068062873606,-0.003859048551924359,0.006898892882961614,5.763998493599279e-05
A.D. 2023-Jul-15 00:00:00.0000,4.292426595628332,2.482891415357447,-0.1063490179522299,-0.003869342048817203,0.006893413172686587,5.791997599262814e-05
A.D. 2023-Jul-16 00:00:00.0000,4.288552545574444,2.489781531206527,-0.1062909707961773,-0.003878525316901035,0.006887507160559601,5.820158953175824e-05
A.D. 2023-Jul-17 00:00:00.0000,4.284668298072662,2.496666738962705,-0.1062326232057191,-0.003890137898618987,0.006882111056905325,5.846308680631168e-05
A.D. 2023-Jul-18 00:00:00.0000,4.280773307205829,2.503545657684796,-0.1061740314169705,-0.003899991552973221,0.006876359940453101,5.874132380177384e-05
A.D. 2023-Jul-19 00:00:00.0000,4.276867447014722,2.510418987364726,-0.1061151694527868,-0.003911294782430156,0.006869778461749043,5.897041716614056e-05
A.D. 2023-Jul-20 00:00:00.0000,4.272951258897591,2.517285979152442,-0.1060560570970673,-0.003921748219278719,0.006864437523722524,5.925178759055412e-05
A.D. 2023-Jul-21 00:00:00.0000,4.269023762040602,2.524146632893561,-0.1059967123100234,-0.003932415217054294,0.006856759233732854,5.94467695836361e-05
A.D. 2023-Jul-22 00:00:00.0000,4.265086564142778,2.531000576565076,-0.1059371219527224,-0.003942547459939439,0.00685100586701827,5.97218511443057e-05
A.D. 2023-Jul-23 00:00:00.0000,4.261139215446456,2.537848046062557,-0.1058772813289635,-0.003951740452803555,0.006844523125720261,5.99858413531823e-05
A.D. 2023-Jul-24 00:00:00.0000,4.257181984651843,2.544690230047817,-0.1058171461370365,-0.003963079917311667,0.006839114470357096,6.025341460977912e-05
A.D. 2023-Jul-25 00:00:00.0000,4.253214069532149,2.551525906541361,-0.1057567714802513,-0.003972706191755705,0.006832896809313619,6.052043712444567e-05
A.D. 2023-Jul-26 00:00:00.0000,4.249235631875497,2.558355823972175,-0.1056961255391856,-0.003983883749784703,0.006826328319216501,6.075400105878737e-05
A.D. 2023-Jul-27 00:00:00.0000,4.245247046246067,2.565179169994132,-0.1056352325215509,-0.003993855289985913,0.006820775494875461,6.10372077268805e-05
A.D. 2023-Jul-28 00:00:00.0000,4.241247432562029,2.571996275126677,-0.105574097823279,-0.004004594545279755,0.006813129846421191,6.123336968052427e-05
A.D. 2023-Jul-29 00:00:00.0000,4.237238267541845,2.578806487177779,-0.1055127209830788,-0.004014331145655333,0.006807352688623709,6.151420058892547e-05
A.D. 2023-Jul-30 00:00:00.0000,4.233219090147575,2.585610281209189,-0.1054510889094269,-0.004023494034693502,0.006800694478688569,6.177363179667153e-05
A.D. 2023-Jul-31 00:00:00.0000,4.229190352046511,2.59240874156322,-0.1053891579918411,-0.004034532440599989,0.0067956113266306,6.205820148968847e-05
A.D. 2023-Aug-01 00:00:00.0000,4.225150894361384,2.599200868099512,-0.1053269811852179,-0.004044169668182412,0.006789263326347506,6.23212029990899e-05
A.D. 2023-Aug-02 00:00:00.0000,4.22110103507805,2.605987324594428,-0.1052645271287539,-0.004055449177644429,0.006782978742470878,6.256473144740076e-05
A.D. 2023-Aug-03 00:00:00.0000,4.217040862334279,2.612767187210512,-0.1052018273431311,-0.00406533265809106,0.006777281415394907,6.284631850226913e-05
A.D. 2023-Aug-04 00:00:00.0000,4.21296961413207,2.619540942740222,-0.1051388798529389,-0.004076489735025087,0.006769725696782287,6.304119485550228e-05
A.D. 2023-Aug-05 00:00:00.0000,4.208888562122267,2.626307553307096,-0.1050757012084875,-0.004086179730248855,0.006763713657458783,6.331615739404759e-05
A.D. 2023-Aug-06 00:00:00.0000,4.204797351032402,2.63306759724235,-0.1050122726566447,-0.004095618033441465,0.006756658154824063,6.355998563736371e-05
A.D. 2023-Aug-07 00:00:00.0000,4.20069666535264,2.639821908020422,-0.1049485554251014,-0.004106437613897824,0.006751498428154352,6.384768007928473e-05
A.D. 2023-Aug-08 00:00:00.0000,4.196585177704749,2.646569721227704,-0.1048845969965581,-0.004116146890880895,0.006744664589239811,6.409458660492147e-05
A.D. 2023-Aug-09 00:00:00.0000,4.192463476215177,2.653311551776076,-0.1048203673451511,-0.004127328235797393,0.006738322743616328,6.43399997783472e-05
A.D. 2023-Aug-10 00:00:00.0000,4.188331482103182,2.66004647905426,-0.1047558998692979,-0.004136917975196661,0.006732163041986271,6.46124243170903e-05
A.D. 2023-Aug-11 00:00:00.0000,4.184188703043807,2.666775185360117,-0.1046911819912521,-0.004148104776653633,0.006724599970272978,6.480847290292637e-05
A.D. 2023-Aug-12 00:00:00.0000,4.180036196019356,2.673496427715323,-0.1046262416508847,-0.0041573953136558,0.006718273413284278,6.507943671234126e-05
A.D. 2023-Aug-13 00:00:00.0000,4.175873776723158,2.680211001715863,-0.1045610500935502,-0.004166779159395698,0.006710990540008853,6.53174412516816e-05
A.D. 2023-Aug-14 00:00:00.0000,4.171702259883372,2.686919589946592,-0.1044955717877243,-0.004177041784757212,0.006705921820859029,6.561779755882308e-05
A.D. 2023-Aug-15 00:00:00.0000,4.167520136102056,2.693621822711166,-0.1044298435817374,-0.00418668560045317,0.006698964745866052,6.586181321455457e-05
A.D. 2023-Aug-16 00:00:00.0000,4.163328099767557,2.700318081843982,-0.1043638388392931,-0.004197648825012074,0.006692930639784969,6.612206683251027e-05
A.D. 2023-Aug-17 00:00:00.0000,4.159125773839807,2.707007535627771,-0.1042975916475038,-0.004207088888089339,0.006686650223541223,6.639385998411829e-05
A.D. 2023-Aug-18 00:00:00.0000,4.154912830583853,2.713690964501131,-0.10423108337222,-0.004218455903206321,0.006679441846963302,6.660074507350332e-05
A.D. 2023-Aug-19 00:00:00.0000,4.150689942452008,2.720366911443798,-0.1041643557041418,-0.004227697826434907,0.006672965939649947,6.686789810221876e-05
A.D. 2023-Aug-20 00:00:00.0000,4.146457064951798,2.727036231820463,-0.1040973754328192,-0.004237408503638402,0.006665597704976098,6.709953514692451e-05
A.D. 2023-Aug-21 00:00:00.0000,4.1422150474116,2.733699304841013,-0.1040301164520026,-0.004247460182341407,0.006660480858882871,6.740326851401571e-05
